time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
1.9551800000000004,-0.0014,-0.0267,-0.0654,0.071
1.965529,-0.0017,-0.0284,-0.0679,0.074
1.9753610000000004,-0.0025,-0.0377,-0.0874,0.095
1.9862890000000002,-0.0037,-0.0542,-0.1218,0.133
1.9962559999999998,-0.0046,-0.0644,-0.1402,0.154
2.0063950000000004,-0.0052,-0.0692,-0.1464,0.162
2.0154630000000004,-0.0058,-0.0712,-0.1464,0.163
2.0262330000000004,-0.0063,-0.0704,-0.141,0.158
2.0360130000000005,-0.0073,-0.0738,-0.1443,0.162
2.046647,-0.0097,-0.0883,-0.1682,0.19
2.0563000000000002,-0.0122,-0.0977,-0.1817,0.207
2.066928,-0.0157,-0.1094,-0.1994,0.228
2.076536,-0.0167,-0.1039,-0.1863,0.214
2.086773,-0.0164,-0.0926,-0.1635,0.189
2.0976299999999997,-0.013,-0.0681,-0.1187,0.137
2.107411,-0.0077,-0.0379,-0.065,0.076
2.1177660000000005,-0.0011,-0.0054,-0.0091,0.011
2.128114,0.0051,0.0232,0.0391,0.046
2.1375330000000003,0.0103,0.0451,0.0754,0.089
2.1474590000000005,0.0149,0.0621,0.1035,0.122
2.157915,0.0183,0.0739,0.1225,0.144
2.1673780000000002,0.0223,0.0885,0.146,0.172
2.1775650000000004,0.0275,0.1084,0.1777,0.21
2.1887100000000004,0.0344,0.1352,0.2202,0.261
2.1979690000000005,0.0399,0.1565,0.2519,0.299
2.2088020000000004,0.0439,0.1718,0.2721,0.325
2.218463,0.0455,0.1784,0.2775,0.333
2.228897,0.0457,0.1803,0.2752,0.332
2.23963,0.0459,0.182,0.2737,0.332
2.249302,0.0477,0.1883,0.2816,0.342
2.25962,0.0468,0.1858,0.2765,0.336
2.26983,0.044,0.1762,0.2626,0.319
2.2804900000000004,0.0369,0.1462,0.2186,0.266
2.2894490000000003,0.0292,0.1137,0.1717,0.208
2.2993930000000002,0.0188,0.0708,0.1083,0.131
2.3103730000000002,0.0083,0.0296,0.0463,0.056
2.3202559999999997,-0.0027,-0.0093,-0.0148,0.018
2.329981,-0.0157,-0.0512,-0.0833,0.099
2.3404860000000003,-0.0278,-0.0863,-0.1428,0.169
2.3498669999999997,-0.0395,-0.1175,-0.1972,0.233
2.360806,-0.0552,-0.1558,-0.2647,0.312
2.370832,-0.0726,-0.1915,-0.3292,0.388
2.380313,-0.0954,-0.2345,-0.407,0.479
2.391038,-0.121,-0.2794,-0.4905,0.577
2.400657,-0.1465,-0.321,-0.5706,0.671
2.41068,-0.17,-0.3597,-0.6466,0.759
2.421818,-0.1852,-0.3837,-0.6979,0.818
2.4335750000000003,-0.1934,-0.3978,-0.7336,0.857
2.44189,-0.1889,-0.3885,-0.7287,0.847
2.4516100000000005,-0.1771,-0.3692,-0.7048,0.815
2.462242,-0.1661,-0.3507,-0.6814,0.784
2.4714590000000003,-0.1579,-0.3334,-0.6584,0.755
2.481979,-0.1505,-0.3185,-0.6365,0.728
2.491898,-0.1451,-0.3096,-0.6226,0.71
2.50251,-0.1431,-0.3087,-0.6187,0.706
2.5124589999999998,-0.1433,-0.314,-0.6225,0.712
2.5224070000000003,-0.142,-0.3182,-0.6226,0.714
