time,wx (rad/s),wy (rad/s),wz (rad/s)
3.1362060000000005,-1.01,-0.54,0.03
3.146979,-1.09,-0.49,0.05
3.156847,-1.14,-0.45,0.08
3.167115,-1.17,-0.4,0.1
3.177976,-1.17,-0.29,0.12
3.1878090000000006,-1.11,-0.05,0.13
3.1978480000000005,-0.97,0.32,0.15
3.2076720000000005,-0.81,0.72,0.17
3.217783,-0.68,1.02,0.19
3.2289849999999998,-0.59,1.2,0.21
3.239057,-0.54,1.31,0.22
3.2490870000000003,-0.51,1.39,0.23
3.259595,-0.48,1.46,0.24
3.2699620000000005,-0.45,1.52,0.25
3.2806690000000005,-0.38,1.58,0.26
3.2906459999999997,-0.31,1.63,0.27
3.3005250000000004,-0.23,1.66,0.27
3.311103,-0.17,1.69,0.27
3.3212140000000003,-0.12,1.71,0.27
3.331536,-0.07,1.72,0.27
3.341893,-0.01,1.72,0.27
3.3511500000000005,0.05,1.71,0.27
3.362335,0.1,1.69,0.27
3.3723030000000005,0.14,1.67,0.27
3.382861,0.18,1.63,0.26
3.39325,0.2,1.57,0.26
3.402585,0.22,1.49,0.25
3.4131169999999997,0.22,1.41,0.25
3.4241270000000004,0.21,1.31,0.24
3.4339779999999998,0.19,1.21,0.24
3.4489540000000005,0.15,1.1,0.23
3.454554,0.1,0.96,0.22
3.464634,0.03,0.81,0.22
3.475097,-0.07,0.64,0.22
3.485468,-0.16,0.47,0.23
3.4950289999999997,-0.23,0.34,0.24
3.505972,-0.26,0.25,0.24
3.515734,-0.26,0.18,0.23
3.5276000000000005,-0.26,0.1,0.22
3.536404,-0.28,-0.02,0.2
3.5469860000000004,-0.35,-0.21,0.16
3.5580819999999997,-0.45,-0.42,0.12
3.567512,-0.5,-0.55,0.08
3.581569,-0.47,-0.56,0.06
3.587999,-0.38,-0.51,0.05
3.597837,-0.29,-0.49,0.03
3.6081950000000003,-0.25,-0.56,-0.0
3.618615,-0.25,-0.73,-0.04
3.62847,-0.27,-0.92,-0.08
3.6383540000000005,-0.23,-1.0,-0.12
3.649316,-0.1,-0.88,-0.15
3.660437,0.08,-0.62,-0.17
3.6693500000000006,0.23,-0.36,-0.19
3.6798640000000002,0.31,-0.18,-0.21
3.690822,0.33,-0.07,-0.23
3.700622,0.33,0.01,-0.25
3.7146220000000003,0.31,0.08,-0.26
3.7212750000000003,0.3,0.1,-0.28
3.731101,0.29,0.08,-0.28
3.7417309999999997,0.27,0.0,-0.29
3.7512730000000003,0.25,-0.08,-0.3
3.7627880000000005,0.22,-0.17,-0.3
3.7721670000000005,0.16,-0.32,-0.3
3.7827140000000004,0.05,-0.54,-0.31
3.7931790000000003,-0.09,-0.79,-0.33
3.803317,-0.2,-0.94,-0.34
3.8135700000000003,-0.24,-0.91,-0.34
3.823906,-0.19,-0.73,-0.34
3.833807,-0.11,-0.48,-0.34
3.8437289999999997,-0.01,-0.26,-0.34
3.8547190000000002,0.07,-0.1,-0.34
3.8645700000000005,0.14,-0.0,-0.35
3.8754170000000006,0.2,0.07,-0.36
3.885795,0.25,0.12,-0.37
3.895353,0.29,0.16,-0.37
3.9054660000000005,0.31,0.19,-0.38
3.9156640000000005,0.32,0.21,-0.38
3.926469,0.32,0.21,-0.37
3.935834,0.31,0.21,-0.37
3.94693,0.29,0.2,-0.36
3.959072,0.28,0.18,-0.36
3.9672920000000005,0.26,0.16,-0.35
3.977088,0.25,0.13,-0.35
3.9878080000000002,0.25,0.1,-0.34
3.9980510000000002,0.25,0.06,-0.33
4.012762,0.25,0.03,-0.31
4.018423,0.25,-0.02,-0.3
4.028490000000001,0.24,-0.07,-0.29
4.038734,0.23,-0.15,-0.27
4.048707,0.2,-0.27,-0.26
4.059291,0.14,-0.47,-0.24
4.069283,0.06,-0.72,-0.23
4.080191,-0.01,-0.96,-0.2
4.091031,-0.08,-1.11,-0.17
4.099904,-0.14,-1.19,-0.13
4.110650000000001,-0.19,-1.21,-0.09
4.121075,-0.24,-1.2,-0.06
4.131163,-0.27,-1.18,-0.03
4.145448,-0.28,-1.15,-0.0
4.152107,-0.28,-1.12,0.02
4.162575,-0.27,-1.09,0.04
4.1723680000000005,-0.26,-1.06,0.07
4.1824460000000006,-0.26,-1.03,0.11
4.192535,-0.28,-1.0,0.16
4.203158,-0.31,-0.96,0.21
4.21302,-0.35,-0.9,0.26
4.223921,-0.38,-0.83,0.31
4.233655,-0.4,-0.78,0.34
4.243712,-0.4,-0.75,0.35
4.254209,-0.36,-0.71,0.34
4.264112,-0.24,-0.5,0.25
4.2779490000000004,0.02,-0.12,0.26
4.285064,0.35,0.38,0.32
4.2955570000000005,0.59,0.83,0.27
4.30567,0.72,1.04,0.24
4.315985,0.74,1.04,0.22
4.326027,0.71,0.92,0.22
4.33689,0.67,0.76,0.24
4.3467270000000005,0.65,0.6,0.28
4.356781,0.66,0.44,0.33
4.366854,0.66,0.31,0.38
4.377195,0.65,0.16,0.43
4.388008,0.6,-0.07,0.47
4.397787,0.53,-0.38,0.5
4.410658,0.46,-0.68,0.52
4.418534,0.42,-0.89,0.52
4.428052,0.41,-0.98,0.52
4.439706,0.43,-1.01,0.52
4.448929000000001,0.49,-1.02,0.53
4.459275,0.6,-1.02,0.54
4.469037,0.7,-1.0,0.56
4.479021,0.78,-0.94,0.57
4.489364,0.86,-0.76,0.57
4.500196,0.93,-0.46,0.56
4.510125,0.98,-0.13,0.56
4.5211440000000005,1.0,0.13,0.55
4.531176,1.0,0.31,0.54
4.541444,0.97,0.44,0.53
4.551344,0.95,0.54,0.52
4.56161,0.92,0.63,0.52
4.572408,0.9,0.71,0.52
4.582498,0.9,0.77,0.53
4.592396,0.91,0.84,0.53
4.602757,0.93,0.89,0.53
4.618464,0.94,0.95,0.53
4.622741,0.94,1.0,0.52
4.632964,0.92,1.05,0.51
4.643499,0.93,1.07,0.51
4.654043,0.95,1.07,0.51
4.6642030000000005,0.97,1.06,0.5
4.674085,0.94,1.03,0.48
4.6846250000000005,0.87,1.0,0.44
4.69508,0.77,0.96,0.41
4.707755000000001,0.69,0.89,0.39
4.715133,0.62,0.8,0.39
4.726419,0.56,0.72,0.39
4.737349,0.51,0.63,0.39
4.746936,0.45,0.55,0.39
4.756662,0.39,0.47,0.39
4.767496,0.33,0.4,0.39
4.777315,0.27,0.33,0.38
4.787795,0.22,0.26,0.36
4.79878,0.18,0.18,0.34
4.808082,0.13,0.11,0.25
4.818849,0.11,-0.03,0.27
4.828945,0.1,-0.24,0.35
4.841971,0.06,-0.47,0.33
4.849373,0.04,-0.73,0.33
4.859419,0.05,-0.96,0.33
4.870161,0.1,-1.13,0.32
4.8795470000000005,0.17,-1.25,0.3
4.890679,0.28,-1.33,0.26
4.900647,0.42,-1.31,0.2
4.910763,0.58,-1.19,0.14
4.920909,0.72,-1.01,0.09
4.931444,0.82,-0.83,0.05
4.942129,0.87,-0.69,0.03
4.95347,0.86,-0.55,0.01
4.961979,0.81,-0.42,0.0
4.971784,0.75,-0.3,0.0
4.982925,0.67,-0.23,0.01
4.9925880000000005,0.61,-0.23,0.02
