time,wx (rad/s),wy (rad/s),wz (rad/s)
2.6211729999999998,0.0,-0.0,-0.0
2.631503,0.0,-0.0,-0.0
2.641183,0.0,-0.0,-0.0
2.651652,0.0,-0.0,-0.0
2.661707,-0.01,-0.07,-0.09
2.672097,-0.01,-0.1,-0.14
2.68142,-0.0,-0.05,-0.07
2.692562,-0.0,-0.03,-0.04
2.702267,-0.0,-0.01,-0.02
2.712844,-0.0,-0.01,-0.01
2.7236219999999998,-0.0,-0.0,-0.0
2.732958,-0.0,-0.0,-0.0
2.743737,-0.0,-0.0,-0.0
2.7541889999999998,-0.0,-0.0,-0.0
2.764129,0.0,-0.1,-0.07
2.774833,0.0,-0.15,-0.1
2.784245,0.0,-0.08,-0.05
2.799824,0.03,-0.11,-0.02
2.8050829999999998,0.05,-0.12,-0.0
2.815677,0.02,-0.06,-0.0
2.826177,0.04,-0.07,0.04
2.836041,0.05,-0.07,0.06
2.845836,0.02,-0.04,0.03
2.856875,0.01,-0.02,0.01
2.866538,0.01,-0.01,0.01
2.877145,0.0,-0.0,0.0
2.887232,0.0,-0.0,0.0
2.8969489999999998,0.0,-0.0,0.0
2.908093,0.0,-0.0,0.0
2.9177109999999997,0.0,-0.0,0.0
2.932341,0.0,-0.0,0.0
2.938058,0.0,-0.0,0.0
2.94822,0.0,-0.0,0.0
2.959123,-0.02,-0.12,-0.07
2.968968,-0.04,-0.19,-0.1
2.979094,-0.02,-0.09,-0.05
2.98997,-0.01,-0.05,-0.03
2.999475,-0.0,-0.02,-0.01
3.011947,0.04,-0.06,-0.07
3.021316,0.06,-0.07,-0.1
3.030671,0.03,-0.04,-0.05
3.041206,0.05,-0.04,-0.1
3.051184,0.06,-0.04,-0.13
3.065128,0.03,-0.02,-0.06
3.072154,0.01,-0.01,-0.03
3.081827,0.05,-0.02,-0.07
3.0926489999999998,0.07,-0.02,-0.1
3.102429,0.04,-0.01,-0.05
3.1125,0.02,-0.0,-0.02
3.1231489999999997,0.01,-0.0,-0.01
3.132938,0.0,-0.0,-0.01
3.143484,0.0,-0.0,-0.0
3.154083,0.0,-0.0,-0.0
3.163737,0.0,-0.0,-0.0
3.174938,0.0,-0.0,-0.0
3.184615,0.0,-0.0,-0.0
3.194678,0.0,-0.0,-0.0
3.2053089999999997,0.02,0.01,-0.09
3.215237,0.04,0.02,-0.13
3.2267319999999997,0.02,0.01,-0.07
3.2359299999999998,0.01,0.0,-0.03
3.245283,0.0,0.0,-0.02
3.256253,0.0,0.0,-0.01
3.266349,0.0,0.0,-0.0
3.2763679999999997,0.0,0.0,-0.0
3.287228,0.0,0.0,-0.0
3.297038,0.0,0.0,-0.0
3.3076119999999998,0.0,0.0,-0.0
3.317428,0.0,0.0,-0.0
3.327798,0.0,0.0,-0.0
3.3385219999999998,0.0,0.0,-0.0
3.34793,0.0,0.0,-0.0
3.359217,0.01,0.08,0.1
3.368943,0.01,0.12,0.15
3.378939,0.01,0.06,0.08
3.3899589999999997,0.0,0.03,0.04
3.400047,0.0,0.02,0.02
3.4092089999999997,0.0,0.01,0.01
3.420829,0.0,0.0,0.0
3.430162,0.0,0.0,0.0
3.440906,-0.02,0.03,0.08
3.451521,-0.03,0.04,0.12
3.46114,-0.02,0.02,0.06
3.4717409999999997,-0.01,0.01,0.03
3.48183,-0.0,0.01,0.02
3.496248,-0.0,0.0,0.01
3.502386,-0.0,0.0,0.0
3.512452,-0.0,0.0,0.0
3.522806,-0.0,0.0,0.0
3.532925,-0.0,0.0,0.0
3.543111,-0.0,0.0,0.0
3.554341,-0.0,0.0,0.0
3.563925,0.02,0.07,-0.01
3.5738499999999997,0.03,0.11,-0.02
3.58472,0.01,0.06,-0.01
3.593809,0.01,0.03,-0.0
3.605076,0.0,0.01,-0.0
3.615148,0.0,0.01,-0.0
3.6266789999999998,0.0,0.0,-0.0
3.635577,0.0,0.0,-0.0
3.645762,0.01,0.02,-0.07
3.655893,0.01,0.03,-0.1
3.666124,0.01,0.01,-0.05
3.675807,0.0,0.01,-0.03
3.687294,0.0,0.0,-0.01
3.696921,0.05,0.04,-0.05
3.707809,0.07,0.05,-0.06
3.717892,0.04,0.03,-0.03
3.72728,0.06,0.06,-0.04
3.739061,0.07,0.08,-0.05
3.7483589999999998,0.03,0.04,-0.02
3.757927,0.02,0.02,-0.01
3.7691879999999998,0.05,0.04,-0.04
3.779152,0.06,0.05,-0.06
3.7908459999999997,0.03,0.03,-0.03
3.79998,0.02,0.01,-0.01
3.809117,0.01,0.01,-0.01
3.8201519999999998,0.0,0.0,-0.0
3.830685,0.0,0.0,-0.0
3.84067,0.0,0.0,-0.0
3.8517609999999998,0.0,0.0,-0.0
3.860633,0.0,0.0,-0.0
3.871835,0.0,0.0,-0.0
3.882441,0.0,0.0,-0.0
3.893426,0.0,0.0,-0.0
3.90177,0.0,0.0,-0.0
3.9123989999999997,0.0,0.0,-0.0
3.923119,0.0,0.0,-0.0
3.933617,0.0,0.0,-0.0
3.942927,0.01,-0.0,-0.09
3.95399,0.02,-0.0,-0.13
3.9646749999999997,0.01,-0.0,-0.07
3.9731929999999998,0.01,-0.0,-0.03
3.984754,0.0,-0.0,-0.02
3.9941459999999998,0.0,-0.0,-0.01
4.006039,0.0,-0.0,-0.0
4.015643,0.0,-0.0,-0.0
4.0250509999999995,0.0,-0.0,-0.0
4.0362979999999995,0.0,-0.0,-0.0
4.045636,0.0,-0.0,-0.0
4.05558,0.0,-0.0,-0.0
4.0662899999999995,0.0,-0.0,-0.0
4.076593,0.0,-0.0,-0.0
4.087052,0.0,-0.0,-0.0
4.097025,0.0,-0.0,-0.0
4.107706,0.0,-0.0,-0.0
4.117323,0.0,-0.0,-0.0
4.127586,0.0,-0.0,-0.0
4.138695,0.0,-0.0,-0.0
4.147835,-0.0,0.0,-0.0
4.158,0.0,0.0,-0.0
4.169328,-0.0,-0.0,-0.0
4.17927,0.0,0.0,0.0
4.189288,0.0,-0.0,0.0
4.200055,0.0,-0.0,0.0
4.209525,-0.0,0.0,-0.0
4.221774,-0.0,0.0,0.0
4.230166,-0.0,0.0,0.0
4.2404399999999995,0.0,-0.0,0.0
4.251896,0.0,-0.0,-0.0
4.260757,-0.0,-0.0,-0.0
4.271122,-0.0,-0.0,-0.0
4.282695,-0.0,0.0,-0.0
4.29202,0.0,0.0,0.0
4.3026029999999995,-0.0,0.0,0.0
4.31219,0.0,0.0,-0.0
4.321861,0.0,0.0,0.0
4.332748,-0.0,-0.0,-0.0
4.343061,0.0,0.0,-0.0
4.354057,-0.0,-0.0,-0.0
4.363809,0.0,0.0,-0.0
4.373358,0.0,-0.0,-0.0
4.38505,0.0,-0.0,-0.0
4.39405,0.0,0.0,0.0
4.404366,-0.0,-0.0,-0.0
4.415785,0.03,0.04,-0.18
4.4248069999999995,0.03,0.04,-0.17
4.435547,0.02,0.02,-0.09
4.44536,0.04,0.01,-0.18
4.457356,0.05,0.01,-0.23
4.466508,0.03,0.01,-0.11
4.47638,-0.04,-0.01,0.0
4.486989,-0.16,-0.03,0.19
4.497333,-0.32,-0.04,0.38
4.50694,-0.45,-0.04,0.49
4.517406,-0.53,-0.05,0.5
4.52816,-0.53,-0.05,0.44
4.538471,-0.47,-0.04,0.35
4.548502,-0.32,-0.03,0.23
4.558837,-0.16,-0.01,0.12
4.569356,-0.08,-0.02,0.19
4.579283,-0.01,-0.02,0.3
4.589005,0.05,-0.02,0.28
4.600121,0.05,-0.01,0.21
4.6094539999999995,0.09,-0.02,0.18
4.61995,0.1,-0.02,0.17
4.630325,0.05,-0.01,0.09
4.640313,0.11,-0.01,0.09
4.6514679999999995,0.14,-0.01,0.09
4.660231,0.13,-0.01,0.11
4.671153,0.12,-0.01,0.13
4.681663,0.11,-0.02,0.17
4.692009,0.1,-0.02,0.2
4.703726,0.09,-0.01,0.21
4.712553,0.08,-0.01,0.21
4.7224129999999995,0.08,-0.01,0.17
4.73318,0.08,-0.02,0.15
4.74248,0.08,-0.01,0.14
4.7530019999999995,0.09,-0.01,0.14
4.763665,0.09,-0.03,0.17
4.773694,0.11,-0.06,0.25
4.784828,0.09,-0.05,0.27
4.794067,0.07,-0.04,0.31
4.804288,0.02,-0.04,0.34
4.815025,-0.06,-0.04,0.36
4.825229,-0.16,-0.03,0.36
4.834915,-0.21,-0.01,0.33
4.846037,-0.16,-0.0,0.23
4.855411,-0.08,-0.0,0.12
4.866127,-0.04,-0.0,0.06
4.875814,-0.02,-0.0,0.03
4.88612,-0.01,-0.0,0.01
4.897003,-0.0,-0.0,0.01
4.906798,-0.0,-0.0,0.0
4.917828,0.05,-0.02,0.05
4.927745,0.08,-0.03,0.08
4.938528,0.06,-0.02,0.12
4.948419,0.05,-0.02,0.14
4.958462,0.03,-0.01,0.07
4.967774,0.04,-0.02,0.1
4.979413,0.05,-0.02,0.12
4.988886,0.03,-0.01,0.06
